CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13821.0,145,6,715.61,3,Mid-Value
13822.0,6,2,171.89,3,Mid-Value
13823.0,19,7,766.29,3,Mid-Value
13824.0,33,12,286.38,3,Mid-Value
13825.0,622,2,110.3,0,Low-Value Inactive
13826.0,176,1,57.3,3,Mid-Value
13827.0,58,3,347.46,3,Mid-Value
13828.0,22,1,28.57,3,Mid-Value
13829.0,421,1,8.5,0,Low-Value Inactive
13830.0,582,1,78.95,0,Low-Value Inactive
13831.0,16,18,817.69,3,Mid-Value
13832.0,19,2,144.69,3,Mid-Value
13833.0,159,2,206.39000000000001,3,Mid-Value
13834.0,577,2,91.59,0,Low-Value Inactive
13835.0,25,7,266.63,3,Mid-Value
13836.0,399,2,125.06,0,Low-Value Inactive
13837.0,212,2,37.11,3,Mid-Value
13838.0,6,10,1240.56,3,Mid-Value
13839.0,486,1,39.45,0,Low-Value Inactive
13840.0,416,1,114.98,0,Low-Value Inactive
13841.0,253,1,0.85,3,Mid-Value
13842.0,59,18,1403.77,3,Mid-Value
13843.0,381,1,70.5,0,Low-Value Inactive
13844.0,11,1,49.21,3,Mid-Value
13845.0,65,1,17.59,3,Mid-Value
13846.0,25,4,255.64,3,Mid-Value
13847.0,720,1,112.69,0,Low-Value Inactive
13848.0,92,8,3.91,3,Mid-Value
13849.0,52,5,804.18,3,Mid-Value
13850.0,129,1,224.93,3,Mid-Value
13851.0,96,8,373.15000000000003,3,Mid-Value
13852.0,611,1,41.15,0,Low-Value Inactive
13853.0,57,1,104.56,3,Mid-Value
13854.0,9,39,773.41,1,High-Value Loyal
13855.0,501,4,229.99,0,Low-Value Inactive
13856.0,169,11,193.37,3,Mid-Value
13857.0,393,6,274.89,0,Low-Value Inactive
13858.0,57,1,47.69,3,Mid-Value
13859.0,326,2,156.76,0,Low-Value Inactive
13860.0,1,5,267.11,3,Mid-Value
13861.0,429,2,58.19,0,Low-Value Inactive
13862.0,18,9,278.46,3,Mid-Value
13863.0,248,4,307.27,3,Mid-Value
13864.0,387,1,3.45,0,Low-Value Inactive
13865.0,58,4,117.07,3,Mid-Value
13866.0,74,1,23.630000000000003,3,Mid-Value
13867.0,31,3,239.74,3,Mid-Value
13868.0,7,2,61.19,3,Mid-Value
13869.0,123,10,2508.21,3,Mid-Value
13870.0,2,15,588.21,3,Mid-Value
13871.0,23,17,1484.1,3,Mid-Value
13872.0,527,3,241.49,0,Low-Value Inactive
13873.0,120,8,276.33,3,Mid-Value
13874.0,358,7,260.33,0,Low-Value Inactive
13875.0,54,14,904.3100000000001,3,Mid-Value
13876.0,64,1,35.8,3,Mid-Value
13877.0,86,3,56.21,3,Mid-Value
13878.0,55,4,459.8,3,Mid-Value
13879.0,646,1,81.81,0,Low-Value Inactive
13880.0,21,17,566.45,3,Mid-Value
13881.0,4,43,1272.86,1,High-Value Loyal
13882.0,3,5,219.82,3,Mid-Value
13883.0,11,15,1013.36,3,Mid-Value
13884.0,7,10,635.57,3,Mid-Value
13885.0,189,2,110.9,3,Mid-Value
13886.0,71,1,60.88,3,Mid-Value
13887.0,204,1,73.23,3,Mid-Value
13888.0,120,7,716.34,3,Mid-Value
13889.0,93,6,243.02,3,Mid-Value
13890.0,1,14,559.88,3,Mid-Value
13891.0,378,3,255.3,0,Low-Value Inactive
13892.0,27,6,34.88,3,Mid-Value
13893.0,298,1,130.2,0,Low-Value Inactive
13894.0,24,3,72.11,3,Mid-Value
13895.0,28,6,709.28,3,Mid-Value
13896.0,626,1,68.15,0,Low-Value Inactive
13897.0,50,3,131.81,3,Mid-Value
13898.0,326,2,93.38,0,Low-Value Inactive
13899.0,16,2,57.59,3,Mid-Value
13900.0,183,6,276.64,3,Mid-Value
13901.0,72,15,1148.43,3,Mid-Value
13902.0,632,5,52.1,0,Low-Value Inactive
13903.0,400,1,31.8,0,Low-Value Inactive
13904.0,37,2,34.42,3,Mid-Value
13905.0,733,1,58.0,0,Low-Value Inactive
13906.0,409,1,0.42,0,Low-Value Inactive
13907.0,692,1,8.45,0,Low-Value Inactive
13908.0,80,4,349.84,3,Mid-Value
13909.0,423,2,132.98,0,Low-Value Inactive
13911.0,57,20,540.83,3,Mid-Value
13912.0,424,1,34.65,0,Low-Value Inactive
13913.0,507,1,30.39,0,Low-Value Inactive
13914.0,12,2,84.22,3,Mid-Value
13915.0,394,1,5.9,0,Low-Value Inactive
13916.0,464,4,382.32,0,Low-Value Inactive
13917.0,50,2,36.4,3,Mid-Value
13918.0,50,2,65.56,3,Mid-Value
13919.0,59,4,222.95,3,Mid-Value
13920.0,432,4,219.69,0,Low-Value Inactive
13921.0,402,4,237.15,0,Low-Value Inactive
13922.0,352,3,91.77,0,Low-Value Inactive
13923.0,54,1,59.49,3,Mid-Value
13924.0,2,6,305.09,3,Mid-Value
13925.0,93,4,242.48999999999998,3,Mid-Value
13926.0,23,1,71.87,3,Mid-Value
13927.0,75,2,109.8,3,Mid-Value
13928.0,11,4,155.72,3,Mid-Value
13929.0,169,11,205.9,3,Mid-Value
13930.0,58,2,27.89,3,Mid-Value
13931.0,96,11,644.04,3,Mid-Value
13932.0,295,1,97.65,0,Low-Value Inactive
13933.0,109,2,79.59,3,Mid-Value
13934.0,264,1,98.8,0,Low-Value Inactive
13935.0,597,3,315.14,0,Low-Value Inactive
13936.0,180,3,135.54999999999998,3,Mid-Value
13937.0,169,2,132.96,3,Mid-Value
13938.0,35,1,7.09,3,Mid-Value
13939.0,23,7,196.71,3,Mid-Value
13940.0,17,4,152.95,3,Mid-Value
13941.0,22,15,319.76,3,Mid-Value
13942.0,535,1,0.32,0,Low-Value Inactive
13943.0,578,1,66.08,0,Low-Value Inactive
13944.0,653,1,63.68,0,Low-Value Inactive
13945.0,395,2,171.85,0,Low-Value Inactive
13946.0,79,6,108.53,3,Mid-Value
13947.0,65,1,14.65,3,Mid-Value
13948.0,361,4,84.44,0,Low-Value Inactive
13949.0,3,6,233.06,3,Mid-Value
13950.0,11,4,160.64,3,Mid-Value
13951.0,176,3,136.08,3,Mid-Value
13952.0,218,14,1527.191,3,Mid-Value
13953.0,7,12,52.11,3,Mid-Value
13954.0,2,2,136.27,3,Mid-Value
13955.0,154,3,255.06,3,Mid-Value
13956.0,5,5,513.1,3,Mid-Value
13957.0,418,3,141.5,0,Low-Value Inactive
13958.0,380,8,942.34,0,Low-Value Inactive
13959.0,79,6,378.7,3,Mid-Value
13960.0,21,2,25.26,3,Mid-Value
13961.0,392,1,61.949999999999996,0,Low-Value Inactive
13962.0,22,3,136.06,3,Mid-Value
13963.0,308,17,587.55,0,Low-Value Inactive
13964.0,387,2,69.18,0,Low-Value Inactive
13965.0,477,3,84.51,0,Low-Value Inactive
13966.0,435,1,33.62,0,Low-Value Inactive
13967.0,146,2,28.099999999999998,3,Mid-Value
13968.0,423,1,8.01,0,Low-Value Inactive
13969.0,7,35,2879.59,1,High-Value Loyal
13970.0,386,2,42.33,0,Low-Value Inactive
13971.0,19,14,603.8100000000001,3,Mid-Value
13972.0,71,2,38.19,3,Mid-Value
13973.0,287,1,41.32,0,Low-Value Inactive
13974.0,49,2,115.65,3,Mid-Value
13975.0,31,12,1457.88,3,Mid-Value
13976.0,207,4,260.8,3,Mid-Value
13977.0,411,1,32.66,0,Low-Value Inactive
13978.0,15,2,18.16,3,Mid-Value
13979.0,73,7,1011.92,3,Mid-Value
13980.0,60,5,231.81,3,Mid-Value
13981.0,416,1,74.7,0,Low-Value Inactive
13982.0,39,9,505.36,3,Mid-Value
13983.0,30,21,1172.02,3,Mid-Value
13984.0,27,12,176.87,3,Mid-Value
13985.0,4,22,1191.65,3,Mid-Value
13986.0,17,1,24.2,3,Mid-Value
13987.0,380,2,88.33,0,Low-Value Inactive
13988.0,20,8,881.12,3,Mid-Value
13989.0,66,5,158.10999999999999,3,Mid-Value
13990.0,213,1,42.56,3,Mid-Value
13991.0,12,6,123.73,3,Mid-Value
13992.0,30,3,21.45,3,Mid-Value
13993.0,43,19,1276.17,3,Mid-Value
13994.0,4,6,555.58,3,Mid-Value
13995.0,15,14,550.95,3,Mid-Value
13996.0,386,2,119.25,0,Low-Value Inactive
13997.0,519,3,199.54,0,Low-Value Inactive
13998.0,447,3,148.85,0,Low-Value Inactive
13999.0,10,29,1200.65,3,Mid-Value
14000.0,211,5,100.51,3,Mid-Value
14001.0,46,9,336.47,3,Mid-Value
14002.0,134,2,113.34,3,Mid-Value
14003.0,733,1,47.15,0,Low-Value Inactive
14004.0,43,11,747.8,3,Mid-Value
14005.0,10,5,185.24,3,Mid-Value
14006.0,116,7,143.5,3,Mid-Value
14007.0,513,1,31.79,0,Low-Value Inactive
14008.0,432,1,68.16,0,Low-Value Inactive
14009.0,198,3,169.47,3,Mid-Value
14010.0,565,2,69.95,0,Low-Value Inactive
14011.0,480,2,41.06,0,Low-Value Inactive
14012.0,278,1,31.15,0,Low-Value Inactive
14013.0,110,5,184.73,3,Mid-Value
14014.0,77,3,159.18,3,Mid-Value
14015.0,53,1,62.14,3,Mid-Value
14016.0,162,11,1571.98,3,Mid-Value
14017.0,571,1,65.15,0,Low-Value Inactive
14018.0,645,1,34.17,0,Low-Value Inactive
14019.0,47,3,159.38,3,Mid-Value
14020.0,17,4,266.74,3,Mid-Value
14021.0,155,7,344.15,3,Mid-Value
14022.0,225,2,83.79,3,Mid-Value
14023.0,7,2,89.0,3,Mid-Value
14024.0,122,3,161.91,3,Mid-Value
14025.0,465,8,411.41,0,Low-Value Inactive
14026.0,471,2,119.68,0,Low-Value Inactive
14027.0,61,1,12.86,3,Mid-Value
14028.0,550,3,13.049999999999999,0,Low-Value Inactive
14029.0,63,2,65.49,3,Mid-Value
14030.0,18,20,2957.68,1,High-Value Loyal
14031.0,7,44,3307.64,1,High-Value Loyal
14032.0,2,16,492.96999999999997,3,Mid-Value
14033.0,555,1,0.19,0,Low-Value Inactive
14034.0,22,3,206.62,3,Mid-Value
14035.0,29,9,414.68,3,Mid-Value
14036.0,285,1,166.13,0,Low-Value Inactive
14037.0,176,6,263.76,3,Mid-Value
14038.0,78,5,373.14,3,Mid-Value
14039.0,33,2,29.450000000000003,3,Mid-Value
14040.0,41,35,2944.54,1,High-Value Loyal
14041.0,266,1,39.29,0,Low-Value Inactive
14042.0,725,1,78.54,0,Low-Value Inactive
14043.0,491,2,108.77,0,Low-Value Inactive
14044.0,27,10,2083.76,3,Mid-Value
14045.0,109,16,130.86,3,Mid-Value
14046.0,284,1,7.57,0,Low-Value Inactive
14047.0,9,14,609.26,3,Mid-Value
14048.0,305,3,364.63,0,Low-Value Inactive
14049.0,17,13,3115.49,3,Mid-Value
14050.0,32,2,83.09,3,Mid-Value
14051.0,1,37,1397.71,1,High-Value Loyal
14052.0,20,2,372.75,3,Mid-Value
14053.0,124,4,12.18,3,Mid-Value
14054.0,65,1,9.08,3,Mid-Value
14055.0,106,3,139.7,3,Mid-Value
14056.0,1,23,3065.08,1,High-Value Loyal
14057.0,24,22,903.54,3,Mid-Value
14058.0,463,2,86.28,0,Low-Value Inactive
14059.0,267,1,18.5,0,Low-Value Inactive
14060.0,5,30,400.38,3,Mid-Value
14061.0,507,3,164.44,0,Low-Value Inactive
14062.0,10,24,1001.33,3,Mid-Value
14063.0,438,9,13443.55,1,High-Value Loyal
14064.0,29,15,355.97,3,Mid-Value
14065.0,389,3,180.09,0,Low-Value Inactive
14066.0,267,1,30.55,0,Low-Value Inactive
14067.0,64,2,148.85,3,Mid-Value
14068.0,320,4,492.01,0,Low-Value Inactive
14069.0,515,2,171.72,0,Low-Value Inactive
14070.0,685,1,195.3,0,Low-Value Inactive
14071.0,4,8,777.59,3,Mid-Value
14072.0,667,1,122.1,0,Low-Value Inactive
14073.0,32,1,27.84,3,Mid-Value
14074.0,623,1,5.9,0,Low-Value Inactive
14075.0,5,6,184.4,3,Mid-Value
14076.0,129,1,88.62,3,Mid-Value
14077.0,41,6,145.77,3,Mid-Value
14078.0,102,9,402.31,3,Mid-Value
14079.0,125,2,282.90999999999997,3,Mid-Value
14080.0,33,5,663.49,3,Mid-Value
14081.0,302,10,2292.12,3,Mid-Value
14082.0,365,2,148.63,0,Low-Value Inactive
14083.0,4,11,523.25,3,Mid-Value
14084.0,512,1,6.22,0,Low-Value Inactive
14085.0,2,33,2839.28,1,High-Value Loyal
14086.0,463,1,39.95,0,Low-Value Inactive
14087.0,3,3,417.34,3,Mid-Value
14088.0,10,16,3970.25,1,High-Value Loyal
14089.0,57,1,28.65,3,Mid-Value
14090.0,325,1,1.06,0,Low-Value Inactive
14091.0,654,2,40.84,0,Low-Value Inactive
14092.0,8,24,1128.54,3,Mid-Value
14093.0,12,1,151.63,3,Mid-Value
14094.0,440,1,118.44,0,Low-Value Inactive
14095.0,723,1,2.95,0,Low-Value Inactive
14096.0,4,17,33332.45,2,Outlier VIP
14097.0,481,2,87.0,0,Low-Value Inactive
14098.0,37,1,35.8,3,Mid-Value
14099.0,16,20,1324.25,3,Mid-Value
14100.0,138,1,85.15,3,Mid-Value
14101.0,74,13,145.17,3,Mid-Value
14102.0,5,5,135.43,3,Mid-Value
14104.0,155,5,431.44,3,Mid-Value
14105.0,239,5,776.03,3,Mid-Value
14106.0,737,1,8.95,0,Low-Value Inactive
14107.0,52,11,648.71,3,Mid-Value
14108.0,31,4,146.37,3,Mid-Value
14109.0,73,1,22.2,3,Mid-Value
14110.0,4,33,1082.2,1,High-Value Loyal
14111.0,14,4,36.8,3,Mid-Value
14112.0,23,13,786.76,3,Mid-Value
14113.0,4,16,325.98,3,Mid-Value
14114.0,274,7,278.17,3,Mid-Value
14115.0,502,2,48.230000000000004,0,Low-Value Inactive
14116.0,20,5,234.12,3,Mid-Value
14117.0,144,1,3.75,3,Mid-Value
14118.0,429,1,78.3,0,Low-Value Inactive
14119.0,376,2,36.25,0,Low-Value Inactive
14121.0,4,4,364.78,3,Mid-Value
14122.0,406,3,63.18,0,Low-Value Inactive
14123.0,733,1,78.59,0,Low-Value Inactive
14124.0,84,1,1.79,3,Mid-Value
14125.0,11,3,526.29,3,Mid-Value
14126.0,8,4,120.88,3,Mid-Value
14127.0,123,6,476.33,3,Mid-Value
14128.0,61,3,121.02,3,Mid-Value
14129.0,2,9,264.72,3,Mid-Value
14130.0,319,4,501.76,0,Low-Value Inactive
14131.0,649,1,100.27,0,Low-Value Inactive
14132.0,2,11,343.55,3,Mid-Value
14133.0,130,4,233.96,3,Mid-Value
14134.0,383,15,603.74,0,Low-Value Inactive
14135.0,2,24,457.88,3,Mid-Value
14136.0,401,5,301.38,0,Low-Value Inactive
14137.0,696,1,9.65,0,Low-Value Inactive
14138.0,2,2,107.0,3,Mid-Value
14139.0,46,4,136.2,3,Mid-Value
14140.0,4,2,120.38,3,Mid-Value
14141.0,3,4,140.78,3,Mid-Value
14142.0,373,2,105.61,0,Low-Value Inactive
14143.0,134,1,38.4,3,Mid-Value
14144.0,486,1,2.55,0,Low-Value Inactive
14145.0,47,7,119.55,3,Mid-Value
14146.0,9,12,1303.63,3,Mid-Value
14147.0,78,9,96.17999999999999,3,Mid-Value
14148.0,234,2,53.620000000000005,3,Mid-Value
14149.0,221,1,83.16,3,Mid-Value
14150.0,36,2,43.74,3,Mid-Value
14151.0,673,2,128.84,0,Low-Value Inactive
14152.0,75,7,196.84,3,Mid-Value
14153.0,483,1,15.43,0,Low-Value Inactive
14154.0,239,8,1129.53,3,Mid-Value
14155.0,266,1,32.7,0,Low-Value Inactive
14156.0,10,156,24025.74,2,Outlier VIP
14157.0,20,5,216.36,3,Mid-Value
14158.0,40,1,63.0,3,Mid-Value
14159.0,20,20,2914.76,1,High-Value Loyal
14160.0,610,7,269.62,0,Low-Value Inactive
14161.0,216,7,764.44,3,Mid-Value
14162.0,174,2,97.23,3,Mid-Value
14163.0,87,5,257.52,3,Mid-Value
14164.0,71,2,45.07,3,Mid-Value
14165.0,276,1,78.84,0,Low-Value Inactive
14166.0,505,2,168.5,0,Low-Value Inactive
14167.0,39,8,478.21999999999997,3,Mid-Value
14168.0,421,2,45.35,0,Low-Value Inactive
14169.0,431,2,257.75,0,Low-Value Inactive
14170.0,375,3,358.45,0,Low-Value Inactive
14171.0,98,2,186.95,3,Mid-Value
14172.0,605,3,257.69,0,Low-Value Inactive
14173.0,11,6,147.41,3,Mid-Value
14174.0,33,1,50.37,3,Mid-Value
14175.0,60,8,1421.96,3,Mid-Value
14176.0,297,5,133.14000000000001,0,Low-Value Inactive
14177.0,86,13,823.51,3,Mid-Value
14178.0,9,7,539.49,3,Mid-Value
14179.0,41,2,448.58,3,Mid-Value
14180.0,11,33,2967.18,1,High-Value Loyal
14181.0,411,2,141.15,0,Low-Value Inactive
14182.0,444,4,246.59,0,Low-Value Inactive
14183.0,411,2,180.77,0,Low-Value Inactive
14184.0,67,1,130.04,3,Mid-Value
14185.0,331,1,179.2,0,Low-Value Inactive
14186.0,427,5,153.06,0,Low-Value Inactive
14187.0,474,1,38.4,0,Low-Value Inactive
14188.0,31,6,128.38,3,Mid-Value
14189.0,2,16,757.13,3,Mid-Value
14190.0,666,1,39.95,0,Low-Value Inactive
14191.0,2,15,533.96,3,Mid-Value
14192.0,388,1,23.44,0,Low-Value Inactive
14193.0,68,3,170.96,3,Mid-Value
14194.0,5,36,3086.52,1,High-Value Loyal
14195.0,202,6,55.4,3,Mid-Value
14196.0,107,1,19.59,3,Mid-Value
14197.0,411,1,93.5,0,Low-Value Inactive
14198.0,18,9,479.86,3,Mid-Value
14199.0,218,4,88.9,3,Mid-Value
14200.0,617,1,83.25,0,Low-Value Inactive
14201.0,60,10,154.1,3,Mid-Value
14202.0,381,3,245.17999999999998,0,Low-Value Inactive
14203.0,397,1,86.34,0,Low-Value Inactive
14204.0,2,4,599.16,3,Mid-Value
14205.0,17,9,464.66,3,Mid-Value
14206.0,239,3,160.60999999999999,3,Mid-Value
14207.0,688,1,8.9,0,Low-Value Inactive
14208.0,95,2,94.89,3,Mid-Value
14209.0,11,15,1191.6,3,Mid-Value
14210.0,106,16,1103.95,3,Mid-Value
14211.0,53,18,654.79,3,Mid-Value
14212.0,90,2,32.54,3,Mid-Value
14213.0,405,1,24.45,0,Low-Value Inactive
14214.0,31,5,156.83,3,Mid-Value
14215.0,12,9,526.17,3,Mid-Value
14216.0,3,5,364.18,3,Mid-Value
14217.0,2,23,958.92,3,Mid-Value
14218.0,43,1,17.28,3,Mid-Value
14219.0,4,3,167.29,3,Mid-Value
14220.0,247,4,148.07,3,Mid-Value
14221.0,42,17,1155.56,3,Mid-Value
14222.0,177,1,69.98,3,Mid-Value
14223.0,92,3,233.99,3,Mid-Value
14224.0,110,9,955.18,3,Mid-Value
14225.0,435,4,245.04,0,Low-Value Inactive
14226.0,29,6,266.57,3,Mid-Value
14227.0,26,15,982.65,3,Mid-Value
14228.0,438,3,180.47,0,Low-Value Inactive
14229.0,52,7,283.08,3,Mid-Value
14230.0,436,3,181.48,0,Low-Value Inactive
14231.0,184,4,222.41,3,Mid-Value
14232.0,43,5,209.74,3,Mid-Value
14233.0,49,7,227.17000000000002,3,Mid-Value
14234.0,22,4,231.64,3,Mid-Value
14235.0,75,9,316.98,3,Mid-Value
14236.0,81,5,128.84,3,Mid-Value
14237.0,373,2,115.98,0,Low-Value Inactive
14238.0,326,3,42.94,0,Low-Value Inactive
14239.0,43,21,778.89,3,Mid-Value
14240.0,30,3,194.27,3,Mid-Value
14241.0,184,2,22.05,3,Mid-Value
14242.0,235,2,59.53,3,Mid-Value
14243.0,9,17,1342.11,3,Mid-Value
14244.0,661,1,19.96,0,Low-Value Inactive
14245.0,220,2,337.93,3,Mid-Value
14246.0,111,3,223.01,3,Mid-Value
14247.0,278,5,436.68,0,Low-Value Inactive
14248.0,318,3,119.29,0,Low-Value Inactive
14249.0,411,12,1098.481,0,Low-Value Inactive
14250.0,7,3,276.08,3,Mid-Value
14251.0,2,5,161.4,3,Mid-Value
14252.0,381,1,126.33,0,Low-Value Inactive
14253.0,493,2,70.75,0,Low-Value Inactive
14254.0,433,1,56.99,0,Low-Value Inactive
14255.0,546,1,1000.63,0,Low-Value Inactive
14256.0,260,5,541.54,3,Mid-Value
14257.0,64,9,569.42,3,Mid-Value
14258.0,9,25,1198.84,3,Mid-Value
14259.0,142,1,14.15,3,Mid-Value
14260.0,471,3,156.10999999999999,0,Low-Value Inactive
14261.0,51,2,263.33,3,Mid-Value
14262.0,8,8,298.97,3,Mid-Value
14263.0,423,1,37.74,0,Low-Value Inactive
14264.0,155,6,448.37,3,Mid-Value
14265.0,109,4,377.19,3,Mid-Value
14266.0,428,1,1.69,0,Low-Value Inactive
14267.0,163,3,241.51,3,Mid-Value
14268.0,471,1,65.25,0,Low-Value Inactive
14269.0,439,1,78.97,0,Low-Value Inactive
14270.0,332,1,132.55,0,Low-Value Inactive
14271.0,226,2,91.94,3,Mid-Value
14272.0,74,4,148.22,3,Mid-Value
14273.0,51,4,72.06,3,Mid-Value
14274.0,686,1,25.0,0,Low-Value Inactive
14275.0,396,6,44.74,0,Low-Value Inactive
14276.0,99,7,255.26,3,Mid-Value
14277.0,15,9,1459.5,3,Mid-Value
14278.0,410,1,33.97,0,Low-Value Inactive
14279.0,521,2,13.59,0,Low-Value Inactive
14280.0,197,1,37.87,3,Mid-Value
14281.0,408,1,47.0,0,Low-Value Inactive
14282.0,3,25,376.1,3,Mid-Value
14283.0,463,4,79.15,0,Low-Value Inactive
14284.0,31,3,276.58,3,Mid-Value
14285.0,21,8,278.68,3,Mid-Value
14286.0,24,7,712.91,3,Mid-Value
14287.0,8,3,17.22,3,Mid-Value
14288.0,213,1,48.1,3,Mid-Value
14289.0,9,6,251.28,3,Mid-Value
14290.0,11,8,569.57,3,Mid-Value
14291.0,2,23,1171.98,3,Mid-Value
14292.0,8,16,593.44,3,Mid-Value
14293.0,3,9,355.54,3,Mid-Value
14294.0,407,1,76.97,0,Low-Value Inactive
14295.0,40,5,244.05,3,Mid-Value
14296.0,421,2,93.14,0,Low-Value Inactive
14297.0,18,4,145.2,3,Mid-Value
14298.0,8,82,4519.96,1,High-Value Loyal
14299.0,8,27,989.1899999999999,3,Mid-Value
14300.0,19,1,4.1499999999999995,3,Mid-Value
14301.0,117,4,137.28,3,Mid-Value
14302.0,431,3,81.4,0,Low-Value Inactive
14303.0,407,2,32.35,0,Low-Value Inactive
14304.0,223,3,327.24,3,Mid-Value
14305.0,71,3,247.09,3,Mid-Value
14306.0,51,6,151.66,3,Mid-Value
14307.0,89,10,721.16,3,Mid-Value
14308.0,549,2,1147.02,0,Low-Value Inactive
14309.0,8,11,482.42,3,Mid-Value
14310.0,433,1,51.0,0,Low-Value Inactive
14311.0,243,2,132.25,3,Mid-Value
14312.0,47,11,721.96,3,Mid-Value
14314.0,107,2,10.53,3,Mid-Value
14315.0,45,8,486.49,3,Mid-Value
14316.0,422,5,26.3,0,Low-Value Inactive
14317.0,65,1,74.34,3,Mid-Value
14318.0,460,1,14.74,0,Low-Value Inactive
14319.0,424,1,49.47,0,Low-Value Inactive
14320.0,207,5,296.38,3,Mid-Value
14321.0,11,7,301.03000000000003,3,Mid-Value
14322.0,429,4,52.95,0,Low-Value Inactive
14323.0,115,2,107.87,3,Mid-Value
14324.0,410,2,126.21000000000001,0,Low-Value Inactive
14325.0,570,1,20.75,0,Low-Value Inactive
14326.0,242,3,182.68,3,Mid-Value
14327.0,163,6,234.15,3,Mid-Value
14328.0,438,1,445.05,0,Low-Value Inactive
14329.0,17,15,1763.64,3,Mid-Value
14330.0,624,1,33.99,0,Low-Value Inactive
14331.0,124,2,84.53999999999999,3,Mid-Value
14332.0,23,5,164.23,3,Mid-Value
14333.0,68,1,120.95,3,Mid-Value
14334.0,17,12,802.22,3,Mid-Value
14335.0,16,2,134.59,3,Mid-Value
14336.0,17,4,145.36,3,Mid-Value
14338.0,161,3,148.29,3,Mid-Value
14339.0,243,2,45.95,3,Mid-Value
14340.0,219,1,17.6,3,Mid-Value
14341.0,45,18,669.47,3,Mid-Value
14342.0,21,6,102.75,3,Mid-Value
14343.0,421,4,565.68,0,Low-Value Inactive
14344.0,127,20,805.23,3,Mid-Value
14345.0,39,1,20.94,3,Mid-Value
14346.0,121,5,507.53000000000003,3,Mid-Value
14347.0,737,1,16.4,0,Low-Value Inactive
14348.0,260,1,53.32,0,Low-Value Inactive
14349.0,10,1,71.9,3,Mid-Value
14350.0,274,3,242.2,0,Low-Value Inactive
14351.0,165,1,4.25,3,Mid-Value
14352.0,157,4,181.7,3,Mid-Value
14353.0,215,3,41.65,3,Mid-Value
14354.0,6,2,11.14,3,Mid-Value
14355.0,366,3,130.43,0,Low-Value Inactive
14356.0,80,2,128.79,3,Mid-Value
14357.0,43,1,79.31,3,Mid-Value
14358.0,389,2,39.79,0,Low-Value Inactive
14359.0,19,3,215.75,3,Mid-Value
14360.0,32,4,365.0,3,Mid-Value
14361.0,579,1,37.94,0,Low-Value Inactive
14362.0,22,1,85.77,3,Mid-Value
14363.0,402,2,27.42,0,Low-Value Inactive
14364.0,109,8,208.8,3,Mid-Value
14365.0,395,2,100.08,0,Low-Value Inactive
14366.0,525,1,8.5,0,Low-Value Inactive
14367.0,8,16,1649.1,3,Mid-Value
14368.0,320,1,49.0,0,Low-Value Inactive
14369.0,642,2,76.1,0,Low-Value Inactive
14370.0,451,6,290.34,0,Low-Value Inactive
14371.0,295,1,15.1,0,Low-Value Inactive
14372.0,443,2,159.67,0,Low-Value Inactive
14373.0,358,1,46.5,0,Low-Value Inactive
14374.0,541,1,58.55,0,Low-Value Inactive
14375.0,185,3,567.59,3,Mid-Value
14376.0,683,1,70.74,0,Low-Value Inactive
14377.0,191,2,100.65,3,Mid-Value
14378.0,622,1,33.25,0,Low-Value Inactive
14379.0,44,4,423.93,3,Mid-Value
14380.0,682,1,48.96,0,Low-Value Inactive
14381.0,52,2,184.27,3,Mid-Value
14382.0,26,2,505.51,3,Mid-Value
14383.0,38,3,196.23,3,Mid-Value
14384.0,501,1,5.85,0,Low-Value Inactive
14385.0,9,3,22.630000000000003,3,Mid-Value
14386.0,297,1,27.200000000000003,0,Low-Value Inactive
14387.0,33,3,471.71,3,Mid-Value
14388.0,10,16,1063.91,3,Mid-Value
14389.0,65,5,178.59,3,Mid-Value
14390.0,10,13,1501.27,3,Mid-Value
14391.0,577,1,11.3,0,Low-Value Inactive
14392.0,432,1,38.0,0,Low-Value Inactive
14393.0,218,1,26.950000000000003,3,Mid-Value
14394.0,565,1,15.6,0,Low-Value Inactive
14395.0,2,20,2250.14,3,Mid-Value
14396.0,65,7,686.35,3,Mid-Value
14397.0,3,19,180.87,3,Mid-Value
14398.0,401,2,207.73000000000002,0,Low-Value Inactive
14399.0,394,8,508.18,0,Low-Value Inactive
14400.0,149,3,120.47,3,Mid-Value
14401.0,4,22,472.78000000000003,3,Mid-Value
14402.0,652,1,9.2,0,Low-Value Inactive
14403.0,130,6,146.99,3,Mid-Value
14404.0,34,13,590.8,3,Mid-Value
14405.0,387,1,3.9,0,Low-Value Inactive
14406.0,119,1,30.36,3,Mid-Value
14407.0,107,6,259.24,3,Mid-Value
14408.0,11,11,242.88,3,Mid-Value
14409.0,71,9,248.29000000000002,3,Mid-Value
14410.0,92,11,966.96,3,Mid-Value
14411.0,311,1,114.45,0,Low-Value Inactive
14412.0,43,3,147.83,3,Mid-Value
14413.0,362,4,584.7,0,Low-Value Inactive
14414.0,92,8,212.06,3,Mid-Value
14415.0,1,23,3833.94,1,High-Value Loyal
14416.0,22,2,23.36,3,Mid-Value
14417.0,388,1,263.59,0,Low-Value Inactive
14418.0,4,3,265.44,3,Mid-Value
14419.0,11,7,579.79,3,Mid-Value
14420.0,99,4,261.86,3,Mid-Value
14421.0,57,6,243.98,3,Mid-Value
